,Node,Degree,Strenght,Clustering coefficient,Average path length,Maximum path length,Betweenness,Eigenvector centrality,PageRank
976,GDZ,2,288.0,1.0,3.876727473742399,11,0.0,0.0021896479924941458,4.932879991144428e-05
977,GEG,16,47121.0,0.6666666666666666,3.6105583195135433,11,4.937608817046124e-05,0.01391362137684566,0.0004868448627878683
978,GEL,2,510.0,1.0,5.009673852957435,13,0.0,4.650566085461961e-05,9.01813790106471e-05
979,GEO,4,5423.0,0.6666666666666666,3.702874516307352,12,5.0545649017818134e-06,0.0034406472945735845,0.00010411959712121232
980,GER,1,1008.0,0.0,4.197622996130459,12,0.0,0.0007645110809515047,6.077858653525924e-05
981,GES,2,2793.0,1.0,4.118850193477059,10,0.0,0.0005354555281202873,8.144396553035182e-05
982,GET,5,1483.0,0.5,4.367053620784964,11,0.0016580049919953546,0.0001661423635588278,0.00018669099115806273
983,GEV,3,1030.0,1.0,4.070480928689884,12,0.0,0.0015908753156241365,5.633754777356017e-05
984,GEW,2,8.0,0.0,6.73493642896628,12,0.0002764722145424385,9.572421540951707e-09,0.00017301692753004567
985,GFF,4,1210.0,0.5,4.233278054173576,11,2.2937407179958946e-07,0.0003089837645471742,0.00010892622609643858
986,GFK,2,3604.0,0.0,4.045605306799336,12,0.00027626832647861663,0.0013838637361053218,9.358795231514334e-05
987,GFN,2,720.0,1.0,4.233830845771144,11,0.0,0.00029944741510185805,6.754662506168928e-05
988,GGG,1,1190.0,0.0,3.959369817578773,12,0.0,0.0017743098193901115,4.9319299794228254e-05
989,GGS,4,60.0,0.0,6.091763405196241,14,1.462896857921826e-06,6.788767140275383e-07,0.00016017083859253762
990,GGT,3,821.5,1.0,4.0,12,0.0,0.003111404582540323,5.4984317909348464e-05
991,GGW,2,287.5,1.0,4.900773908236594,13,0.0,8.654865105525438e-05,9.401555011945997e-05
992,GHA,9,3019.0,0.5277777777777778,4.443338861249309,12,1.1630887277110494e-06,0.0010031065580277747,0.00017268666162792488
993,GHB,4,1134.5,1.0,3.999723604201216,12,0.0,0.003167855446471169,6.519843907327922e-05
994,GHE,2,57.0,1.0,4.377003869541183,12,0.0,0.0003880878608672389,7.323876235335714e-05
995,GHT,1,132.0,0.0,5.027915975677169,12,0.0,4.751981359571668e-05,4.954797407319555e-05
996,GIB,1,1860.0,0.0,3.6346047540077393,11,0.0,0.0035587840616135126,5.8280598814401986e-05
997,GIC,3,105.0,0.6666666666666666,5.457435046987285,11,1.7500392144709417e-07,1.661380941669134e-06,9.000618829142483e-05
998,GIL,1,792.0,0.0,4.237700386954118,11,0.0,0.0005713039890076817,5.734507718749193e-05
999,GIS,2,1168.5,1.0,4.249861802100608,11,0.0,0.00022436893941837002,6.774492177260996e-05
1000,GIZ,8,7665.0,0.6428571428571429,4.084853510226645,11,0.00019339974890742297,0.00227606340134951,0.00017723745317411714
1001,GJA,1,756.0,0.0,5.800995024875622,14,0.0,8.394229742944771e-06,9.668964144077473e-05
1002,GJL,1,1278.0,0.0,4.446102819237147,12,0.0,0.0007357706207666432,7.376067505592618e-05
1003,GJM,2,190.0,0.0,5.081813156440022,13,0.000552944429084877,1.90170183295994e-05,0.00012650809597837458
1004,GJT,3,4454.0,1.0,4.092316196793809,12,0.0,0.003308187582079379,7.644300859980537e-05
1005,GKA,4,2012.0,1.0,4.737423991155334,10,0.0,3.152268029268046e-05,0.0006401023250745049
1006,GLA,36,91377.5,0.2968253968253968,3.3598673300165838,11,0.003326366308023659,0.03390688506652095,0.001112376741691157
1007,GLF,1,189.0,0.0,4.562465450525152,13,0.0,0.00030712426524949867,4.557725451282476e-05
1008,GLH,2,1049.0,1.0,4.274461028192372,12,0.0,0.001195063225863987,5.079138175752481e-05
1009,GLI,3,342.0,1.0,5.182421227197347,11,0.0,1.4366737853324454e-05,5.841059293977195e-05
1010,GLT,3,2504.0,1.0,4.336097291321172,10,0.0,0.00021118771674997916,0.00011313933615442636
1011,GLV,2,555.0,0.0,6.200110558319514,14,7.645802393319649e-08,1.905785470259134e-07,0.00021738619438557146
1012,GMB,1,150.0,0.0,5.428137092316197,13,0.0,6.233362388859507e-06,9.233811595932585e-05
1013,GMI,2,18.0,1.0,5.728026533996683,11,0.0,5.707676164717637e-07,5.143833383303325e-05
1014,GMR,2,66.0,1.0,4.51575456053068,12,0.0,8.971987484626798e-05,5.81586192733654e-05
1015,GNB,1,2398.0,0.0,3.687119955776672,11,0.0,0.003201969512488917,6.679601030912073e-05
1016,GND,10,7601.0,0.6444444444444445,3.501658374792703,11,8.071511659774489e-05,0.00843583143747201,0.000150371318357324
1017,GNI,1,532.0,0.0,5.064953012714207,12,0.0,9.568773812809094e-06,4.790452005486808e-05
1018,GNU,2,126.0,0.0,5.195135433941404,13,0.0002761663824467057,5.1891186421039255e-06,0.00011426405356133065
1019,GNV,2,3840.0,1.0,3.9107241569928135,12,0.0,0.0035674112263958144,6.643776147999291e-05
1020,GOA,12,16062.0,0.5606060606060606,3.5439469320066337,11,2.282280202201432e-05,0.01813338816913208,0.00018975836357082099
1021,GOB,2,200.0,0.0,4.432006633499171,12,0.0005529444290848769,0.00033821901015082734,0.0001307366447912461
1022,GOE,3,388.5,0.3333333333333333,6.722498618021006,12,1.8604785823744473e-06,3.0754073640976816e-08,0.00024655693686713876
1023,GOH,4,1144.0,0.5,4.883084577114428,12,1.7620744820127785e-05,6.742998954124195e-05,0.0003147294201956966
1024,GOI,8,10366.0,0.5,4.051133222775014,11,7.259768079797324e-06,0.0026499524336686796,0.00020673007340253933
1025,GOJ,7,1568.0,0.5238095238095238,3.611663902708679,11,3.872145235769648e-05,0.006545883631231996,8.318177964706417e-05
1026,GOM,2,68.0,0.0,4.909342177998894,13,0.001105583026074021,5.418334080488876e-05,0.000133424337072825
1027,GON,1,494.0,0.0,4.1221669430624654,12,0.0,0.0015895116954553412,4.4658505477898747e-05
1028,GOR,3,126.0,1.0,4.430348258706467,12,0.0,0.00035057722086176185,9.396101000160986e-05
1029,GOT,26,66730.5,0.5723076923076923,3.466832504145937,11,0.000271621366168871,0.039240470875139176,0.0007764597186909866
1030,GOU,2,519.0,1.0,4.63681592039801,12,0.0,0.00012075607756271373,7.898685910046166e-05
1031,GOV,5,2264.0,0.4,4.435323383084577,10,0.001035785571914091,0.00014384937859462292,0.0002106969345927703
1032,GPB,2,360.0,0.0,5.083195135433941,13,2.3512758600659245e-06,2.7858358388787465e-05,8.350323836990964e-05
1033,GPI,1,54.0,0.0,4.995854063018242,13,0.0,4.940197447866658e-05,4.2715533919662856e-05
1034,GPN,2,156.0,1.0,4.768380320619126,11,0.0,5.384756868827201e-05,7.91602786441679e-05
1035,GPO,2,276.0,1.0,4.106688778330569,12,0.0,0.00065610932963265,5.423387553014827e-05
1036,GPT,8,11821.0,0.7142857142857143,3.673300165837479,12,0.00010383978460680556,0.010867073183893773,0.00012907318396460261
1037,GPZ,1,714.0,0.0,5.045052515201769,13,0.0,2.4581852188391205e-05,8.085421428714671e-05
1038,GRB,8,13924.5,0.8571428571428571,3.7631288004422334,12,3.08231639817043e-07,0.008284391123556119,0.00014092276751644214
1039,GRI,5,864.5,0.4,4.183526810392482,12,0.0005531738031566766,0.0012913862494870756,0.00015141027893321888
1040,GRJ,4,4327.0,1.0,4.0069098949695965,11,0.0,0.001269597242325991,0.00012872948736229915
1041,GRL,3,32.0,0.0,5.72996130458817,11,0.00028242010267569864,5.500593585688042e-07,0.00015252896627869833
1042,GRO,1,550.0,0.0,4.062741846323936,12,0.0,0.0019077758008763563,4.627632749146074e-05
1043,GRR,19,34351.5,0.8304093567251462,3.557766721945826,12,1.4898992826484896e-05,0.02588304408592996,0.0002752886767435271
1044,GRW,1,452.0,0.0,5.24571586511885,13,0.0,2.0940339732122405e-05,6.510055321083613e-05
1045,GRX,3,6376.0,1.0,4.048092868988391,12,0.0,0.004405773604635226,9.569209921077301e-05
1046,GRY,1,57.0,0.0,5.32089552238806,13,0.0,8.836751098929219e-06,4.500983701114423e-05
1047,GRZ,9,9226.0,0.75,3.657545605306799,11,3.5873228409868337e-07,0.013707278993818402,0.00013242849848777623
1048,GSO,17,54473.0,0.9558823529411765,3.5790491984521835,12,1.1330770662137803e-06,0.027022126106994195,0.00039920151605902485
1049,GSP,15,35099.5,0.9047619047619048,3.5793255942509674,12,1.1083895023207544e-05,0.02389797568270334,0.0002722447277787748
1050,GST,1,195.0,0.0,4.90685461580984,13,0.0,2.6041050508981404e-05,6.036996327185206e-05
1051,GTE,4,306.0,0.5,4.435876174682145,10,0.0010048573337119737,0.00014378581886094594,0.000113563214468713
1052,GTF,8,7314.0,0.8214285714285714,3.9148700939745718,12,4.348936740919086e-06,0.0038165060451538124,0.0001437569507357949
1053,GUA,17,29702.5,0.4852941176470588,3.4654505251520176,11,0.0012241774679258735,0.015735708198403295,0.0004982510435409541
1054,GUB,1,76.0,0.0,4.637092316196794,12,0.0,0.00015749702856340296,4.22781386333881e-05
1055,GUC,1,651.0,0.0,4.185185185185185,12,0.0,0.0012237121818025965,4.6731560180642226e-05
1056,GUD,2,113.0,1.0,5.643173023770038,13,0.0,2.267052178655242e-06,0.00012988284637959865
1057,GUH,2,192.0,0.0,4.2335544499723605,11,0.0005529444290848769,0.00029022609364739305,0.0001234377121877145
1058,GUI,2,168.0,0.0,5.266169154228856,13,1.0194403191092865e-07,2.6595819317624384e-05,5.5913379292432225e-05
1059,GUM,22,41121.0,0.3246753246753247,3.545052515201769,10,0.002978761760204591,0.007058255150243981,0.0006107275282274537
1060,GUP,1,342.0,0.0,4.421503593145384,12,0.0,0.0005157365924599298,4.438341746916327e-05
1061,GUR,9,668.5,0.16666666666666666,4.737423991155334,10,0.004425601638206541,3.2982719740341515e-05,0.0004743383959081083
1062,GUW,3,728.0,0.3333333333333333,4.0688225538971805,12,2.3233171639226267e-07,0.002956427924938529,5.860276617885523e-05
1063,GVA,63,125264.5,0.4321556579621096,3.2374239911553344,11,0.0004967185736241504,0.08246874242254683,0.001314274222778328
1064,GVI,2,114.0,0.0,6.732172470978441,12,1.070412335064751e-06,1.989262804528632e-08,0.00011998987807087494
1065,GVR,4,1200.0,0.3333333333333333,4.097014925373134,12,0.0006203490466502986,0.000970508780745966,0.000127528008206801
1066,GWD,7,748.0,0.5714285714285714,4.269209508015479,11,1.350450219161909e-05,0.0010918322284626573,9.945910090662898e-05
1067,GWL,2,476.0,1.0,4.119955776672194,11,0.0,0.0008352763888873146,5.392518614728205e-05
1068,GWT,3,218.0,0.6666666666666666,4.143725815367606,12,1.3428111730202967e-08,0.003927095077222261,4.353466504741902e-05
1069,GWY,1,1360.0,0.0,4.192647871752349,12,0.0,0.0011370031035948431,5.379425484268688e-05
1070,GXF,5,882.0,0.8,4.0569375345494745,11,1.9475612494456974e-05,0.0023872089982608304,7.297445213897899e-05
1071,GYA,2,695.5,1.0,5.84742951907131,14,0.0,2.146343817633577e-06,0.0001534772684168262
1072,GYE,14,19152.5,0.6703296703296703,3.58595909342178,12,0.0002004713501663997,0.011933325920143114,0.00034561298938273635
1073,GYI,2,66.5,1.0,4.759812050856827,12,0.0,7.426792121203233e-05,6.201620805141488e-05
1074,GYL,2,73.0,1.0,4.367606412382532,11,0.0,0.00016129696377018248,5.021954908583352e-05
1075,GYM,3,1725.0,0.6666666666666666,4.181315644002211,12,4.0223120252305983e-07,0.0014965504955075292,5.821327388496766e-05
1076,GYN,7,18180.0,0.5714285714285714,4.087617468214483,12,4.607100074502674e-06,0.0010815296496056812,0.00035021336695264605
1077,GYS,1,290.0,0.0,4.315091210613598,11,0.0,0.0002717214946413061,4.479184470808845e-05
1078,GZA,10,3010.0,0.6444444444444445,3.7042564953012715,11,1.6703730920375368e-05,0.01154257884532471,9.139323770076551e-05
1079,GZM,1,1095.0,0.0,4.370923161967938,12,0.0,0.0011680815702570008,5.558354921957784e-05
1080,GZO,7,380.0,0.2857142857142857,5.281370923161968,10,0.0016581451650392323,4.419223732439523e-06,0.0005015082076670526
1081,GZT,2,3115.0,1.0,3.9773355444997236,12,0.0,0.0025183976643220777,9.498518711449448e-05
1082,HAA,2,407.0,1.0,5.269209508015479,13,0.0,2.1736145471021673e-05,6.291639593619676e-05
1083,HAC,1,3528.0,0.0,3.798783858485351,11,0.0,0.0013361592424872726,6.957079629999671e-05
1084,HAD,1,3593.0,0.0,4.07158651188502,12,0.0,0.0015322665264205196,8.438168614283037e-05
1085,HAE,1,30.0,0.0,5.123272526257601,13,0.0,2.1728958389055524e-05,4.505682860475494e-05
1086,HAJ,65,67806.0,0.3471153846153846,3.3794914317302376,11,0.0010631898334103552,0.07085520685192251,0.000780513959924805
1087,HAK,37,57961.5,0.4804804804804805,3.7465450525152018,11,9.131474400521151e-05,0.006202355663758273,0.0007042726707089925
1088,HAM,77,157365.0,0.3287764866712235,3.3775566611387506,11,0.0037494394248073918,0.08106991482654886,0.0016992700110054488
1089,HAN,17,24370.0,0.34558823529411764,3.476506357103372,10,0.0023360864607958813,0.009524022529432671,0.0005328425996336466
1090,HAQ,1,367.0,0.0,4.447208402432283,11,0.0,0.0003917932623128736,4.9100166804032407e-05
1091,HAR,15,24960.5,0.9809523809523809,3.5776672194582644,12,4.7373116588400756e-07,0.0245144044349801,0.00021209911306726065
1092,HAS,10,5840.0,0.6,4.087064676616915,11,0.000166473391503827,0.002068146303001618,0.00017781427849032457
1093,HAU,6,6383.0,0.4666666666666667,4.2716970702045325,12,1.0331102070445876e-05,0.002167550191004922,0.00011953917579324939
1094,HAV,51,35932.0,0.20705882352941177,3.1981757877280264,11,0.006360699346983683,0.04304398432163593,0.0008104859073902867
1095,HBA,3,14761.0,1.0,4.2131011608623545,11,0.0,0.00044913025184067695,0.00031914888732247315
1096,HBE,14,6439.5,0.6813186813186813,3.5129906025428412,11,9.111694335932083e-06,0.017722871381069562,0.00013052963846128652
1097,HBT,1,102.0,0.0,4.139856274184632,11,0.0,0.0007602195114678849,4.307964138886673e-05
1098,HCQ,3,65.0,0.0,6.327805417357657,13,0.0006970783103100208,1.1592504715102028e-07,0.0002250903699429097
1099,HCR,2,97.0,0.0,5.20702045328911,13,0.0005526385969891441,5.057488947138061e-06,0.00015128081892873242
1100,HDS,2,700.0,1.0,4.011885019347706,11,0.0,0.0010226981668594133,7.609088329265111e-05
1101,HDY,4,12071.0,1.0,3.8667772249861803,10,0.0,0.003265104505044967,0.00018867127351742964
1102,HEH,9,5651.0,0.3611111111111111,4.610005527915976,11,0.0002792939781271252,0.00010962147041716883,0.0004455950096214219
1103,HEL,64,184418.5,0.23809523809523808,3.130182421227197,11,0.010766457037930542,0.06256633562501306,0.0027192802529002577
1104,HER,19,22404.5,0.6491228070175439,3.5621890547263684,11,1.8950116026648657e-05,0.025818414326258834,0.0003223151143939017
1105,HET,8,6202.5,0.4642857142857143,3.9527363184079602,11,1.5682743280208798e-05,0.0022373849343668563,0.00015712333151965543
1106,HFA,5,1525.0,0.5,4.052238805970149,12,6.070965692565756e-07,0.001886117044003882,6.469533576463558e-05
1107,HFD,35,112087.0,0.7815126050420168,3.3911000552791597,11,7.231243637423919e-05,0.046292946201486315,0.0007810774364628558
1108,HFE,20,10771.0,0.7421052631578947,3.756218905472637,11,0.0005552568761078423,0.004890202002737682,0.00019501806943917347
1109,HFN,1,274.0,0.0,4.323659480375898,12,0.0,0.0004795206070669761,4.8513006188931794e-05
1110,HFS,2,380.0,0.0,4.071033720287452,12,0.0005529444290848771,0.0015327498848264677,0.00012396176314092465
1111,HFT,8,2516.0,0.32142857142857145,5.267551133222775,13,0.0011508166852904867,2.258128379167478e-05,0.00023186824032415528
1112,HGA,7,871.0,0.38095238095238093,4.373963515754561,12,5.906127602392947e-05,0.0009587582086180729,0.00015175082471704032
1113,HGD,2,114.0,0.0,5.318684355997789,11,0.0003281689852679799,5.341869219271809e-06,9.767949617646435e-05
1114,HGH,28,44807.0,0.6322751322751323,3.7504145936981756,11,2.2696557730585004e-05,0.005145767771881771,0.0005273291367173929
1115,HGL,1,112.0,0.0,5.374792703150912,13,0.0,2.558182779310993e-05,0.00015387278665054895
1116,HGN,1,3129.0,0.0,4.662797125483693,11,0.0,7.10819639050081e-05,8.73504749329852e-05
1117,HGR,2,1200.0,1.0,4.1459369817578775,12,0.0,0.0014493346697540452,5.848767981629683e-05
1118,HGU,10,2610.0,0.3111111111111111,4.733278054173576,10,0.0005722577259304023,3.580240158787838e-05,0.00088429833629121
1119,HHH,2,2960.0,1.0,4.154505251520177,12,0.0,0.0019980623398046754,6.134245070468556e-05
1120,HIB,1,714.0,0.0,5.0444997236042015,13,0.0,2.459739770494594e-05,8.243027590469602e-05
1121,HID,9,1244.0,0.19444444444444445,4.459093421779989,10,0.004140587684236652,8.861366818426423e-05,0.000440571664407048
1122,HII,2,494.0,1.0,4.186014372581536,12,0.0,0.0012957974468414469,5.786445105420405e-05
1123,HIJ,14,48966.0,0.5824175824175825,3.544776119402985,10,0.00011376111241373293,0.006538944089738156,0.0004390648989713969
1124,HIL,2,50.0,1.0,5.427031509121061,13,0.0,7.69262734083026e-06,5.584457782384558e-05
1125,HIN,2,9792.0,1.0,3.837755666113875,11,0.0,0.001141589254945758,0.00012805032549177768
1126,HIR,19,1223.0,0.05263157894736842,4.284411276948591,9,0.01128889980369657,0.00023562926754949778,0.0011817698754651145
1127,HIT,2,57.0,0.0,6.7335544499723605,12,0.0002763957565185053,1.932489577937167e-08,0.00013447482240421275
1128,HJR,2,2618.0,0.0,5.097014925373134,12,7.645802393319649e-08,3.825153612888098e-05,0.0001266524223521256
1129,HKB,1,16.0,0.0,4.895245992260918,13,0.0,2.581181282959503e-05,4.3329370950525815e-05
1130,HKD,6,26340.0,0.3333333333333333,3.7722498618021008,11,0.0005577258536814413,0.002897166446820316,0.00028760715471745846
1131,HKG,98,451676.5,0.20113612455291394,2.841625207296849,10,0.046937481349003746,0.05721846227779779,0.005175592267998542
1132,HKK,1,342.0,0.0,4.564676616915423,11,0.0,7.438174498366542e-05,4.8795841820101755e-05
1133,HKN,12,2321.0,0.18181818181818182,4.729132117191819,10,0.005168623220217602,3.15573544483611e-05,0.0010814919974398865
1134,HKT,20,48340.0,0.3368421052631579,3.314262023217247,10,0.0009767312795899259,0.01402968003293615,0.0006695328148195847
1135,HKY,1,750.5,0.0,4.155058043117744,12,0.0,0.0013987174638652902,4.6556780741520885e-05
1136,HLD,2,835.0,1.0,3.9988944168048643,11,0.0,0.0011709637236143892,5.327451816679071e-05
1137,HLF,2,495.0,1.0,4.071310116086235,12,0.0,0.0015599694677879343,8.897810707917868e-05
1138,HLH,1,170.0,0.0,4.998065229408513,12,0.0,2.0096664629545463e-05,9.386495580598124e-05
1139,HLN,6,4224.0,1.0,3.970425649530127,12,0.0,0.0022147609718241577,9.695278640131697e-05
1140,HLZ,5,3352.5,0.9,4.249032614704256,11,3.822901196659824e-08,0.00023973637806448436,0.00011847431478847223
1141,HME,5,1896.0,0.5,4.444720840243228,12,2.8277332661007594e-07,0.0011097983985766976,0.00010122136912485652
1142,HMO,21,33576.5,0.38571428571428573,3.6376451077943615,11,0.0007092563769978098,0.008864029070443214,0.00042651067065886607
1143,HNA,5,9434.0,0.9,3.896904367053621,11,6.50706586665502e-09,0.0018507742726467083,0.00011556152161654266
1144,HNH,1,497.0,0.0,4.90685461580984,13,0.0,2.6041050508981404e-05,8.965713877539323e-05
1145,HNL,51,302226.0,0.21098039215686273,3.1177446102819237,10,0.03097308371567018,0.03027694590192976,0.003352577970503934
1146,HNM,2,256.0,1.0,4.116915422885572,11,0.0,0.0006907810555132486,4.372311100844476e-05
1147,HNS,2,1000.0,1.0,4.906578220011056,13,0.0,2.651214512455587e-05,0.000155649333341857
1148,HOB,3,583.0,0.3333333333333333,3.958540630182421,12,2.440824064035962e-05,0.0018264408333443134,8.212715424672316e-05
1149,HOD,6,1382.0,0.8666666666666667,3.973189607517966,11,1.3765724725337828e-07,0.004052034960864764,8.134944470201963e-05
1150,HOF,1,605.0,0.0,4.139856274184632,11,0.0,0.0007602195114678849,5.1069804137473e-05
1151,HOG,9,2351.0,0.7222222222222222,3.5384190160309563,11,0.0005533086267138704,0.01790674360109087,0.00011198462441577954
1152,HOI,4,224.0,0.5,4.515201768933112,12,2.2937407179958946e-07,9.285202906472659e-05,0.00011442684919900137
1153,HOK,2,18.0,0.0,5.764234383637369,12,0.0002763957565185053,9.457163077713954e-07,9.93221359299719e-05
1154,HOM,3,829.0,0.0,4.2144831398562745,12,0.0016579922489913658,0.0002786860191920617,0.0001767304085821346
1155,HON,1,228.0,0.0,5.045052515201769,13,0.0,2.4581852188391205e-05,9.38420309689159e-05
1156,HOQ,2,800.0,1.0,3.6813156440022112,11,0.0,0.003535765972594067,8.807325497759257e-05
1157,HOR,5,2076.0,0.5,4.246821448313986,12,0.0008286010913720281,0.0011772094103317352,0.0001716999110490943
1158,HOT,2,480.0,0.0,3.958540630182421,12,0.00038081045584215757,0.0017753076446846772,9.024014254475394e-05
1159,HOU,144,654154.5,0.16336441336441337,2.9831398562741844,11,0.017457042780543712,0.0962863208617945,0.005162733548240377
1160,HOV,3,703.0,1.0,4.284687672747374,12,0.0,0.0010695077093670598,7.127807816898516e-05
1161,HPA,2,473.0,1.0,4.9292426755113325,12,0.0,2.1937212976870027e-05,0.00010436312410595208
1162,HPB,3,373.0,1.0,5.195135433941404,13,0.0,5.376860828240804e-06,0.00018104843929667294
1163,HPH,1,750.0,0.0,4.45992260917634,11,0.0,0.00019644812161535283,5.3711874480430825e-05
1164,HPN,15,24389.5,0.7333333333333333,3.673576561636263,12,0.00031068923282726366,0.019039305375477752,0.00021577047365838606
1165,HRB,21,25514.0,0.6428571428571429,3.6791044776119404,11,1.815865971382833e-05,0.00590234094115795,0.00032189976467395155
1166,HRE,19,16342.5,0.25146198830409355,3.47208402432283,11,0.0016098119432524077,0.01194423697477872,0.0005860958850780202
1167,HRG,20,10511.5,0.6526315789473685,3.5483692647871754,11,7.742710823470758e-06,0.031863785984389464,0.00017828234372612242
1168,HRK,3,590.0,1.0,3.8220011055831953,11,0.0,0.005332380941223389,5.1685165093508e-05
1169,HRL,5,13847.0,1.0,3.842177998894417,12,0.0,0.006109974763956832,0.0001325416481839246
1170,HRO,2,384.0,0.0,4.949419568822554,13,1.5291604786639297e-07,5.615116830380871e-05,0.00011030314577285968
1171,HSG,3,5618.0,0.6666666666666666,3.775013819789939,11,6.50706586665502e-09,0.002667884053231654,8.655040020754235e-05
1172,HSL,5,198.0,0.5,4.892205638474295,13,1.630043471547287e-05,3.253751000871901e-05,9.924440176182078e-05
1173,HSN,4,2961.0,0.5,4.560254284134881,11,2.168550837287659e-07,0.0003944744481473201,8.968724613992686e-05
1174,HSV,10,18808.0,0.9111111111111111,3.705085682697623,12,2.393009715546147e-06,0.014656706446585037,0.00016736825082836512
1175,HSZ,2,3465.0,1.0,4.541182974018795,11,0.0,0.00013384319196424764,7.144620923285421e-05
1176,HTA,2,154.0,1.0,3.876727473742399,11,0.0,0.0021274982817256457,4.689814390325534e-05
1177,HTI,6,4329.0,0.5333333333333333,4.152017689331122,10,0.00046410554624532336,0.0007206947094695855,0.00015620286316129687
1178,HTN,1,240.0,0.0,4.681315644002211,12,0.0,0.00012469778186270222,4.746293712596456e-05
1179,HTR,1,133.0,0.0,4.768656716417911,12,0.0,5.656693395368451e-05,4.30648300292408e-05
1180,HTS,3,2155.0,1.0,3.896627971254837,12,0.0,0.004990093992805524,5.6926397812485797e-05
1181,HUE,2,72.0,0.0,5.428966279712548,13,4.332621356214467e-07,6.454978662378243e-06,6.097862212360594e-05
1182,HUH,4,2706.0,1.0,4.514925373134329,12,0.0,9.306095576363673e-05,0.0002456002879115414
1183,HUI,2,2030.0,1.0,4.384742951907131,11,0.0,0.0003655902041660446,7.63215475045946e-05
1184,HUN,3,24016.5,1.0,4.06661138750691,11,0.0,0.000538374149948368,0.00024651742156623426
1185,HUQ,2,170.0,1.0,4.440298507462686,12,0.0,0.0009051872986523402,4.667449028991939e-05
1186,HUS,2,133.0,1.0,4.89469320066335,13,0.0,2.6389972435921945e-05,7.764589053144673e-05
1187,HUU,1,56.0,0.0,4.279159756771697,12,0.0,0.00042253704723192904,4.247983516174025e-05
1188,HUV,1,80.0,0.0,4.07158651188502,12,0.0,0.0015322665264205196,4.241505735056518e-05
1189,HUX,3,2680.0,1.0,4.142343836373687,12,0.0,0.0009710527485387628,7.319314233408771e-05
1190,HUY,3,2790.0,0.6666666666666666,3.6077943615257047,11,8.262736714706126e-06,0.0065078440675239956,7.038001505619163e-05
1191,HVA,2,38.0,1.0,5.566887783305694,13,0.0,5.003026139388663e-06,6.604693710933484e-05
1192,HVB,3,1058.0,0.6666666666666666,4.336097291321172,10,5.0972015955464324e-08,0.00019451242041246944,9.52160342270166e-05
1193,HVD,1,200.0,0.0,4.6221669430624654,12,0.0,9.986058825865734e-05,7.239896881732388e-05
1194,HVG,3,1110.0,1.0,6.266169154228856,14,0.0,4.377791039162985e-07,0.00015163643239059105
1195,HVN,2,1924.0,1.0,3.9892205638474296,12,0.0,0.003432201991137248,5.38063245224677e-05
1196,HVR,1,192.0,0.0,5.899944720840243,14,0.0,1.5111949028258154e-06,9.545362674335923e-05
1197,HWN,2,924.0,0.0,4.998894416804864,12,3.964894669678618e-07,2.803745055429312e-05,9.9816576323252e-05
1198,HYA,4,2713.0,0.8333333333333334,3.702598120508568,12,1.0781464868844593e-05,0.004550652150200811,0.0001254420131524001
1199,HYD,12,23626.0,0.45454545454545453,3.8756218905472637,10,0.00015686690583575767,0.0034380216717957183,0.00045972416111308864
1200,HYF,2,114.0,0.0,5.735765616362631,11,0.0011044361557150232,5.500446062158677e-07,0.00011713309830114628
1201,HYL,1,216.0,0.0,4.963792150359315,13,0.0,2.118968193156864e-05,7.034602753780206e-05
1202,HYN,4,2032.0,0.8333333333333334,3.9519071310116085,11,8.652721968689806e-08,0.0016025492068235331,6.388041584340422e-05
1203,HYS,4,969.0,0.5,4.180762852404643,12,1.3611934408110903e-05,0.002197914194801839,0.00010578514981493981
1204,HZG,1,150.0,0.0,4.619126589275843,12,0.0,0.0001489951092494133,4.3299722757482356e-05
1205,IAM,3,496.0,0.6666666666666666,4.44555002763958,12,5.0972015955464324e-08,0.0007726383509085923,6.219020824322057e-05
1206,IAN,3,470.0,1.0,5.20342730790492,13,0.0,5.271240031889462e-06,0.00016723222987148574
1207,IAS,2,234.0,1.0,4.263681592039801,12,0.0,0.001155327731242018,6.995965145520036e-05
1208,IBE,6,2816.0,0.6666666666666666,4.260917634051962,12,1.5266118778661563e-06,0.0006331763039908577,0.00011075432178481702
1209,IBI,4,108.0,0.5,5.727473742399115,11,0.0002762938124865944,5.814544605860379e-07,0.00015032123881271204
1210,IBZ,11,15698.0,0.8727272727272727,3.6520176893311223,11,4.5626559917171493e-07,0.018635496427342017,0.00017460419951468534
1211,ICI,1,8.0,0.0,5.416252072968491,12,0.0,2.3753398318779028e-06,4.3417774637108034e-05
1212,ICT,11,21210.0,1.0,3.691542288557214,12,0.0,0.01586948911616398,0.00018481315717025918
1213,IDA,2,3781.0,1.0,4.351575456053068,12,0.0,0.0010823221918938293,7.319259750358799e-05
1214,IDN,2,96.0,0.0,5.723327805417358,11,0.00331307909307327,5.903876783115697e-07,0.0001455572066405273
1215,IDR,3,4548.0,1.0,4.080983969043671,11,0.0,0.0016103617360581119,0.0001406212217567454
1216,IEV,59,35939.0,0.34307422559906486,3.2634051962410173,11,0.002259174670452632,0.06448962483285305,0.0008025391183352043
1217,IFJ,2,976.0,1.0,4.322553897180763,12,0.0,0.0004883573581659053,6.936220466770149e-05
1218,IFN,9,8681.0,0.5,4.11746821448314,11,8.710680031580397e-05,0.0019130872827043145,0.00026937115116971967
